time,pgd
2025-05-10 17:38:00,1.669687192912552e-08
2025-05-11 02:56:00,1.2648334949593927e-08
2025-05-11 11:51:00,3.410446239540313e-08
2025-05-11 15:22:00,1.0227030452693378e-08
2025-05-12 03:22:00,1.21625260317713e-08
2025-05-12 11:15:00,1.978671160757064e-08
2025-05-12 13:57:00,8.058654793702446e-09
2025-05-12 14:07:00,7.096514646444925e-09
2025-05-13 11:54:00,1.020307319393489e-08
2025-05-13 12:42:00,1.2799305641022619e-08
2025-05-13 16:39:00,4.739347114420764e-08
2025-05-13 20:52:00,1.6245218254649776e-08
2025-05-13 23:42:00,1.7078739561713777e-08
2025-05-14 06:19:00,6.107357235031295e-09
2025-05-14 11:38:00,2.7469007837571925e-08
2025-05-14 13:31:00,3.8504699395418306e-08
2025-05-14 13:48:00,8.627971441253157e-08
2025-05-14 13:57:00,3.5029797692985886e-08
2025-05-15 07:04:00,6.240702527259423e-09
2025-05-16 20:54:00,2.0204144647055675e-08
2025-05-16 23:43:00,1.1854357638889101e-07
2025-05-17 04:06:00,9.38888310313056e-08
2025-05-17 04:07:00,5.818746709430096e-08
2025-05-17 04:27:00,3.016398803963891e-07
2025-05-17 20:21:00,7.320346484724506e-09
2025-05-17 22:22:00,5.181914532473197e-09
2025-05-18 14:23:00,1.570522165124643e-08
2025-05-18 17:19:00,1.4634868482647145e-08
2025-05-18 22:53:00,8.172132572159484e-09
2025-05-19 00:05:00,6.665644508360752e-08
2025-05-19 02:39:00,1.0473135776174306e-08
2025-05-19 02:54:00,2.5384884183566864e-08
2025-05-19 02:58:00,7.718732998196037e-09
2025-05-19 03:08:00,4.209302199635645e-08
2025-05-19 04:06:00,1.037904217493185e-08
2025-05-19 04:10:00,5.651317022532201e-08
2025-05-19 04:11:00,5.6515806124606606e-08
2025-05-19 04:15:00,6.258629939636478e-08
2025-05-19 05:59:00,1.825101228654669e-08
2025-05-19 07:08:00,2.6646407184412092e-08
2025-05-19 07:35:00,5.390777511973506e-08
2025-05-19 09:12:00,6.016276282585612e-08
2025-05-19 10:16:00,4.47504091367065e-08
2025-05-19 10:23:00,5.028592896035169e-08
2025-05-19 10:24:00,4.868405437665401e-08
2025-05-19 10:25:00,5.442332581335687e-07
2025-05-19 11:03:00,5.9579709147141354e-08
2025-05-19 11:11:00,1.66714512232851e-08
2025-05-19 11:15:00,2.2922356725213495e-08
2025-05-19 11:29:00,3.666114212200639e-08
2025-05-19 11:54:00,3.113290708321599e-08
2025-05-19 12:05:00,5.1716680772658574e-08
2025-05-19 12:10:00,3.190361052969757e-08
2025-05-19 12:11:00,2.5057381761906274e-07
2025-05-19 12:36:00,3.051683241279724e-08
2025-05-19 12:48:00,1.1878613913794624e-07
2025-05-19 12:49:00,1.1878635227724654e-07
2025-05-19 12:55:00,1.3761785175415488e-08
2025-05-19 13:17:00,3.596074270223559e-08
2025-05-19 13:45:00,6.488593829262404e-08
2025-05-19 13:58:00,2.6711589398717466e-08
2025-05-19 14:01:00,6.842848619124708e-08
2025-05-19 14:02:00,3.993595457569833e-08
2025-05-19 14:03:00,1.0983047552059147e-07
2025-05-19 14:06:00,4.9315110376771376e-08
2025-05-19 14:08:00,6.15795264977968e-08
2025-05-19 14:15:00,7.602836817349421e-08
2025-05-19 14:35:00,8.63767863095493e-09
2025-05-19 14:56:00,3.9356600455185975e-08
2025-05-19 14:57:00,3.5230918531090875e-08
2025-05-19 15:20:00,2.0304669733984204e-08
2025-05-19 15:22:00,5.736764136920581e-08
2025-05-19 15:25:00,9.078201074300459e-08
2025-05-19 15:34:00,2.222154750666326e-08
2025-05-19 15:40:00,1.85414254225811e-07
2025-05-19 15:41:00,7.474519873629287e-08
2025-05-19 15:48:00,3.3296855398697826e-08
2025-05-19 15:57:00,1.2621419673766917e-08
2025-05-19 16:01:00,4.728777711410524e-08
2025-05-19 16:32:00,6.959688390996663e-08
2025-05-19 16:50:00,7.575184962843142e-08
2025-05-19 16:54:00,2.599513779535237e-08
2025-05-19 17:08:00,4.9174623839542063e-08
2025-05-19 17:15:00,3.5611476614992844e-08
2025-05-19 17:55:00,1.6893466357590023e-07
2025-05-19 17:56:00,3.73602689272346e-08
2025-05-19 17:58:00,3.576916833278586e-08
2025-05-19 17:59:00,9.989684014492642e-08
2025-05-19 18:13:00,2.3020838466162957e-08
2025-05-19 20:43:00,5.965329010541659e-08
2025-05-19 20:46:00,5.8051691422260847e-08
2025-05-19 20:48:00,8.134987778361975e-08
2025-05-19 21:36:00,5.270276301410819e-08
2025-05-19 21:54:00,2.5534185719189707e-08
2025-05-19 22:43:00,5.1883564193119756e-08
2025-05-19 23:22:00,1.961919581593085e-08
2025-05-20 00:25:00,8.30688057850217e-09
2025-05-20 00:32:00,2.556947792773069e-08
2025-05-20 02:58:00,1.6043398992899295e-08
2025-05-20 03:04:00,2.204965949428161e-08
2025-05-20 03:15:00,8.430260286367448e-08
2025-05-20 04:45:00,3.622430600997799e-08
2025-05-20 04:55:00,2.173936436941815e-08
2025-05-20 05:45:00,3.86136545395068e-08
2025-05-20 05:46:00,3.878422909301963e-08
2025-05-20 06:02:00,2.9090794259756748e-08
2025-05-20 06:27:00,8.176884003634363e-08
2025-05-20 06:37:00,5.383789101493938e-08
2025-05-20 07:20:00,2.6530435977555417e-08
2025-05-20 09:01:00,4.067771647888756e-08
2025-05-20 13:23:00,1.1089066761707392e-07
2025-05-20 13:33:00,8.328114108416965e-08
2025-05-20 13:57:00,6.370319922846148e-08
2025-05-20 14:24:00,5.253113794721143e-08
2025-05-20 16:57:00,2.676961788811506e-08
2025-05-20 17:14:00,4.3769998983768914e-08
2025-05-20 18:16:00,9.190421546404564e-08
2025-05-20 20:28:00,2.346977306048558e-08
2025-05-21 00:09:00,4.002239414825704e-08
2025-05-21 00:12:00,1.22855301416179e-08
2025-05-21 00:19:00,8.793058713711812e-08
2025-05-21 01:15:00,5.692842257414939e-08
2025-05-21 03:09:00,1.9831045081933833e-08
2025-05-21 04:51:00,1.3808036850753586e-07
2025-05-21 05:20:00,1.7759354694431085e-08
2025-05-21 06:32:00,2.4133037433443005e-08
2025-05-21 10:45:00,1.1748904057644232e-07
2025-05-21 13:24:00,2.139470858991891e-08
2025-05-21 13:58:00,1.0964317682866148e-07
2025-05-21 14:41:00,5.245004817269696e-07
2025-05-21 14:43:00,6.2820808505083e-08
2025-05-21 15:29:00,2.6787357990625054e-07
2025-05-21 16:34:00,6.920983350790425e-08
2025-05-21 17:56:00,1.9612180833474982e-08
2025-05-21 18:36:00,5.145846354222283e-08
2025-05-21 18:59:00,2.334984905822643e-08
2025-05-21 19:17:00,2.4036731116056104e-07
2025-05-21 21:08:00,1.8362524205603815e-08
2025-05-21 22:10:00,3.969650854856054e-08
2025-05-22 02:08:00,4.842964773465002e-08
2025-05-22 22:55:00,3.6304025036977e-08
2025-05-23 02:20:00,2.1904769847129068e-08
2025-05-23 09:06:00,1.511752146985973e-08
2025-05-23 09:27:00,9.568117631366625e-09
2025-05-23 10:08:00,2.356469951873983e-08
2025-05-23 10:49:00,8.58823182448137e-09
2025-05-23 14:59:00,7.187830718589266e-08
2025-05-23 22:54:00,2.502711821843193e-08
2025-05-23 23:17:00,2.749480306288216e-08
2025-05-23 23:55:00,3.492601936526663e-08
2025-05-24 00:08:00,4.647301118991685e-08
2025-05-24 05:18:00,3.839041064780161e-08
2025-05-24 13:20:00,1.5749519122673986e-08
2025-05-24 15:01:00,2.3226593453026304e-08
2025-05-24 17:44:00,1.1852247814269364e-08
2025-05-24 19:40:00,1.3854408625665483e-08
2025-05-24 20:59:00,9.739469990278786e-09
2025-05-24 23:34:00,1.7413798608126872e-08
2025-05-25 00:27:00,1.502169703045145e-08
2025-05-25 01:49:00,1.124837727727852e-08
2025-05-25 01:50:00,9.240790120584875e-09
2025-05-25 04:57:00,8.541737384537095e-09
2025-05-25 05:22:00,8.337845346450074e-09
2025-05-25 06:55:00,2.881411713647913e-08
2025-05-25 07:26:00,1.7448373699343748e-08
2025-05-25 08:41:00,2.2387645643635916e-08
2025-05-25 09:40:00,2.1944269757548804e-08
2025-05-25 10:33:00,1.0152719786197686e-08
2025-05-25 10:43:00,2.2177924840482902e-08
2025-05-25 12:55:00,1.8759044578439862e-08
2025-05-25 13:18:00,2.059554403326695e-08
2025-05-25 17:28:00,2.1653589168963847e-08
2025-05-25 18:41:00,8.696066808833513e-09
2025-05-25 18:50:00,4.293839659815169e-08
2025-05-25 19:35:00,5.029890957105428e-08
2025-05-25 20:52:00,2.7300017225068736e-08
2025-05-25 22:50:00,1.9126426250383464e-08
2025-05-25 23:45:00,1.336904763993094e-08
2025-05-26 01:21:00,3.251715307475615e-08
2025-05-26 02:16:00,6.474802543167743e-08
2025-05-26 03:22:00,9.969588107215991e-09
2025-05-26 04:42:00,8.027222793146598e-09
2025-05-26 05:47:00,2.0033138351952757e-08
2025-05-26 06:16:00,2.3959586943441686e-08
2025-05-26 10:30:00,2.940491511128171e-08
2025-05-26 10:38:00,1.9012109774089286e-08
2025-05-26 11:41:00,8.752381167483855e-09
2025-05-26 12:01:00,1.9469039968311313e-08
2025-05-26 12:55:00,2.822429346603803e-08
2025-05-26 12:56:00,2.8224335697644863e-08
2025-05-26 17:41:00,3.8733420326998547e-08
2025-05-26 18:43:00,1.1088710017756535e-08
2025-05-26 19:31:00,2.1693393308297527e-08
2025-05-26 19:49:00,4.631121550663086e-08
2025-05-26 21:02:00,2.0839524227819812e-08
2025-05-26 21:23:00,1.2566426058002025e-08
2025-05-27 03:25:00,8.545399894574334e-09
2025-05-27 03:29:00,1.1853303732715466e-08
2025-05-27 03:57:00,1.28923404853502e-08
2025-05-27 04:15:00,3.471342176283604e-08
2025-05-27 05:09:00,2.8745031608018375e-08
2025-05-27 05:32:00,3.656011323754047e-08
2025-05-27 07:12:00,1.4364135980958055e-08
2025-05-27 07:52:00,4.562688560912503e-08
2025-05-27 07:56:00,1.1782152309150123e-08
2025-05-27 08:17:00,1.5708030116658295e-08
2025-05-27 08:39:00,1.5149589324689253e-08
2025-05-27 09:15:00,1.3461088486944674e-08
2025-05-27 09:54:00,1.3815460423582411e-08
2025-05-27 10:26:00,3.891371967617818e-08
2025-05-27 11:22:00,2.756113612104848e-08
2025-05-27 13:02:00,3.101146664533184e-08
2025-05-27 14:57:00,1.2795354592947758e-08
2025-05-27 14:58:00,3.469434131871614e-08
2025-05-27 17:26:00,9.16669090493262e-09
2025-05-27 17:35:00,5.3101846273980534e-08
2025-05-27 18:12:00,3.3990880714243365e-08
2025-05-27 18:13:00,3.399307209114012e-08
2025-05-27 19:21:00,3.277232046610628e-08
2025-05-27 21:14:00,2.7866846394352856e-08
2025-05-27 21:56:00,1.9747526928904588e-08
2025-05-27 21:57:00,1.3042661290640267e-08
2025-05-27 22:06:00,2.7176041768886787e-08
2025-05-27 22:07:00,2.7163283931555755e-08
2025-05-27 23:47:00,4.8819639165095606e-08
2025-05-28 00:01:00,2.4648588583417245e-08
2025-05-28 00:02:00,2.4647960935730804e-08
2025-05-28 00:04:00,3.4471952873243797e-08
2025-05-28 00:05:00,2.6218403613541853e-08
2025-05-28 00:11:00,2.2316629484450086e-08
2025-05-28 00:33:00,1.026394065422343e-08
2025-05-28 01:20:00,1.1143044736608448e-08
2025-05-28 01:31:00,3.299871736678936e-08
2025-05-28 02:02:00,3.574663014674364e-08
2025-05-28 02:11:00,4.444919156662865e-08
2025-05-28 02:35:00,1.5486268080877154e-08
2025-05-28 03:23:00,2.3043280136000976e-08
2025-05-28 03:29:00,1.4003878693159392e-08
2025-05-28 03:36:00,1.0017639882819805e-08
2025-05-28 03:47:00,2.5595310243223798e-08
2025-05-28 03:56:00,1.1901981516498485e-08
2025-05-28 04:37:00,9.847866794806065e-08
2025-05-28 04:39:00,3.138174864601752e-08
2025-05-28 05:03:00,5.0115465697640464e-08
2025-05-28 05:08:00,2.4844126904875015e-08
2025-05-28 05:12:00,2.185983590346804e-08
2025-05-28 05:15:00,2.7815250297868342e-08
2025-05-28 05:18:00,3.2964551850418e-08
2025-05-28 05:21:00,2.553221677677707e-08
2025-05-28 05:27:00,4.727874633110236e-08
2025-05-28 05:55:00,2.3311542678951108e-08
2025-05-28 05:57:00,3.5636355142406964e-08
2025-05-28 06:00:00,2.8851073277904686e-08
2025-05-28 06:11:00,1.930872344292228e-08
2025-05-28 06:14:00,2.2983685624611275e-08
2025-05-28 06:18:00,1.6381338188502522e-08
2025-05-28 06:21:00,4.7603223520993046e-08
2025-05-28 06:40:00,4.4872177893955866e-08
2025-05-28 06:53:00,1.0500887147094444e-08
2025-05-28 07:22:00,4.6951369402681657e-08
2025-05-28 07:24:00,6.312724780608817e-08
2025-05-28 07:34:00,1.68815979787168e-08
2025-05-28 07:38:00,2.0973498123404784e-08
2025-05-28 07:44:00,5.076031311021452e-08
2025-05-28 07:46:00,3.556250625811196e-08
2025-05-28 08:00:00,3.687915578023846e-08
2025-05-28 08:34:00,1.893491603494809e-08
2025-05-28 08:57:00,8.001743126787008e-08
2025-05-28 09:06:00,2.0232677574547096e-08
2025-05-28 09:25:00,1.1210441714960477e-08
2025-05-28 09:28:00,5.1959347176359986e-08
2025-05-28 09:34:00,4.071184130917587e-08
2025-05-28 09:43:00,4.928745787700646e-08
2025-05-28 09:45:00,2.9393164377186855e-08
2025-05-28 09:50:00,2.2383041589256392e-08
2025-05-28 10:05:00,2.2375644051173648e-08
2025-05-28 10:06:00,1.1533702452616885e-08
2025-05-28 10:08:00,1.2080325007169704e-08
2025-05-28 10:14:00,8.839184245018168e-08
2025-05-28 10:15:00,1.9613410755559583e-08
2025-05-28 10:30:00,3.9693120161287635e-08
2025-05-28 10:32:00,8.639594397039605e-09
2025-05-28 10:38:00,6.64592479087157e-08
2025-05-28 10:54:00,1.4058482987931522e-08
2025-05-28 11:05:00,3.133084166016601e-08
2025-05-28 11:13:00,9.858051271924388e-09
2025-05-28 11:18:00,2.2986539818103703e-08
2025-05-28 11:23:00,4.345326195187407e-08
2025-05-28 11:27:00,3.6106606491814177e-08
2025-05-28 11:30:00,1.91951235440201e-08
2025-05-28 11:43:00,7.751952426388458e-08
2025-05-28 11:56:00,5.1351445582218235e-08
2025-05-28 12:02:00,2.9347329090616922e-08
2025-05-28 12:03:00,1.5218642463319972e-08
2025-05-28 12:12:00,2.6123798436842504e-08
2025-05-28 12:21:00,1.8898494081875052e-08
2025-05-28 12:26:00,3.2513584827127404e-08
2025-05-28 12:31:00,2.2782723316802903e-08
2025-05-28 12:32:00,2.6514153725145787e-08
2025-05-28 12:33:00,1.6980437350144568e-08
2025-05-28 12:35:00,1.917563108039817e-08
2025-05-28 12:42:00,5.795124589096357e-08
2025-05-28 12:44:00,1.23650762589705e-08
2025-05-28 12:47:00,2.261960431754526e-08
2025-05-28 12:51:00,1.8304088905765098e-08
2025-05-28 12:52:00,1.5138533065971182e-08
2025-05-28 12:57:00,1.3053566266916256e-08
2025-05-28 12:58:00,1.4791214521659578e-08
2025-05-28 12:59:00,5.901044281259415e-08
2025-05-28 13:01:00,4.484370615451234e-08
2025-05-28 13:03:00,2.765062178793875e-08
2025-05-28 13:10:00,4.6124105050647965e-08
2025-05-28 13:12:00,3.0780602001776164e-08
2025-05-28 13:14:00,2.5713906104017645e-08
2025-05-28 13:18:00,3.752072647550946e-08
2025-05-28 15:33:00,2.9495947134302415e-08
2025-05-28 18:40:00,9.831691649291143e-08
2025-05-28 20:52:00,4.968673899591827e-08
2025-05-28 21:37:00,6.872115133779383e-08
2025-05-29 03:18:00,3.7388060999793496e-08
2025-05-29 07:33:00,3.43131539627308e-08
2025-05-29 10:14:00,3.067308884137066e-08
2025-05-29 10:25:00,1.1055620848097378e-08
2025-05-30 16:44:00,1.5250521651632407e-08
2025-05-30 22:11:00,1.4719931859437128e-08
2025-05-30 22:17:00,1.622835810014868e-08
2025-05-31 01:28:00,5.396559151181936e-09
2025-05-31 06:43:00,1.0596571755327085e-08
2025-05-31 14:33:00,7.577991450651853e-08
2025-05-31 22:23:00,2.2228593507764557e-08
